person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Floriana Ene,florianaene,florianaene@email.ro,8340223162574,1938-09-25,"Bulevardul Dochioiu, Floresti, 881954",0260 949 786,96:a2:68:2f:37:29,156.236.71.137,RO48VONO9453034713270656,2025-04-08 17:27:35,31413,850,723,171606,9d545bc6-7de5-42d6-9225-20cc1165c655
Ionică Manole,ionicămanole,ionicămanole@gmail.com,7340217246137,1968-04-29,"Drumul Octavia Nemeș Nr. 46, Sannicolau Mare, 816028",0769 606 847,02:1a:7d:91:38:02,68.191.71.119,RO87YOFG1557367642734373,2025-04-08 17:27:35,17670,818,659,1801510,060d24ce-75c4-4775-82ee-60c233bc2513
Lazăr Stoica,lazărstoica,lazărstoica@kappa.ro,8411008229087,1945-09-26,"Drumul Anabela Ioniță Nr. 52 Bl. 74  Sc. 23 Ap. 333, Borsa, 456747",0253 863 241,32:3b:f3:de:2d:e9,84.172.47.168,RO67KEMX9213432351926761,2025-04-08 17:27:35,4288,30,393,799596,6c67a301-26bb-4f18-b051-a2457777ec53
Lucrețiu Dochioiu,lucrețiudochioiu,lucrețiudochioiu@acasa.ro,8700127354651,1982-02-17,"Drumul Stan Nr. 544, Bumbesti-Jiu, 269509",0764 758 757,44:67:28:7b:48:28,9.51.90.85,RO88AWKX9005565668582249,2025-04-08 17:27:35,10632,1,800,565992,b4d275b3-26df-4b6d-9e8e-519174f84e04
Aurică Dobre,auricădobre,auricădobre@gmail.com,5530903329108,2022-12-26,"Drumul Popa Nr. 898 Bl. 19  Sc. 31 Ap. 352, Apahida, 666689",0753 119 812,a8:30:2d:6c:14:8b,196.212.137.68,RO03BBUM4853916389947358,2025-04-08 17:27:35,2780,422,531,1586805,61ebf7b6-889f-4052-b985-16cbdab78052
Alice Georgescu,alicegeorgescu,alicegeorgescu@gmail.com,6671205135231,1934-11-05,"Soseaua Eftimie Nr. 58, Marginea, 538699",0255 073 172,0c:09:4b:c6:45:0e,169.190.233.29,RO25WLXW4149920129399472,2025-04-08 17:27:35,21878,163,627,1131384,ecbbcf2f-8f85-4f4a-aac6-a1cbdefc2447
Angela Stan,angelastan,angelastan@141.ro,8490724264001,1921-04-28,"Intrarea Popa, Santana, 547003",0763 316 169,8a:9a:15:1f:47:a8,144.142.19.208,RO97UKMY3541539274837651,2025-04-08 17:27:35,12056,363,41,1923340,3075dd6e-2c89-463a-a57c-e88841d310dd
Iulian Dochioiu,iuliandochioiu,iuliandochioiu@acasa.ro,2131001304325,1938-06-09,"Intrarea Iulian Oprea, Jilava, 946440",0245 981 930,44:e8:80:02:18:27,85.33.135.199,RO58YTOC7718543404771980,2025-04-08 17:27:35,32874,63,149,1104954,41ccbdd0-e36b-4ab0-b7dd-04101477c140
Hortensia Voinea,hortensiavoinea,hortensiavoinea@141.ro,6270528032390,2011-01-11,"Bulevardul Tabacu, Curtea de Arges, 751947",0722 531 499,de:19:13:41:0e:9e,16.158.163.158,RO42EQMQ0725945383353604,2025-04-08 17:27:35,241,283,5,333702,08a8517a-80bc-4b0a-ab1c-30bacf3bab23
Lucia Oprea,luciaoprea,luciaoprea@zzup.ro,8410729120340,1920-06-08,"Intrarea Eftimie Nr. 694 Bl. 10  Sc. 74 Ap. 645, Intorsura Buzaului, 328249",0247 403 662,d0:dd:c0:d8:38:0e,217.59.49.40,RO62MXKV2917021650969579,2025-04-08 17:27:35,23606,448,166,869438,fae50d79-cc7a-45eb-affa-6897dc993351
Florea Nistor,floreanistor,floreanistor@post.ro,4320130320183,1998-10-02,"Drumul Toma Nr. 35 Bl. 51  Sc. 64 Ap. 781, Rasnov Romacril, 190835",0750 758 901,ba:7f:02:35:c4:47,80.139.250.28,RO17HQKC0652556527685203,2025-04-08 17:27:35,18527,178,760,663420,d3d4a006-15d0-4d18-acaf-f449199dbf93
Floarea Albu,floareaalbu,floareaalbu@email.ro,6550502022778,1986-04-13,"Drumul Mazilescu, Balan, 686597",0771 256 792,b2:a9:e3:29:10:0c,66.87.92.233,RO67JAFT2767141289210531,2025-04-08 17:27:35,1566,982,713,1116536,83244cbe-8d37-41f5-b336-9ed46cc3c53d
Beatrice Popa,beatricepopa,beatricepopa@email.ro,5350101328412,1925-12-15,"Bulevardul Florea Nr. 71 Bl. 91  Sc. 84 Ap. 654, Lumina, 779800",0250 110 473,7e:42:3b:27:e7:23,136.21.29.230,RO36LFSM3912900541585109,2025-04-08 17:27:35,11094,635,97,1868739,fcc070e8-af37-4547-88fc-92feed7b7349
Antoaneta Nistor,antoanetanistor,antoanetanistor@gmail.com,7721210337671,1957-06-25,"Drumul Iustina Mocanu, Berceni, 779647",0726 769 570,8e:8a:0f:e4:1e:8e,138.229.21.177,RO38BANP4918381770114975,2025-04-08 17:27:35,15346,792,785,1826699,bb9b2684-fe62-482e-80be-e2cd84a2f73f
Pompiliu Cristea,pompiliucristea,pompiliucristea@gmail.com,8200907177956,1935-12-28,"Soseaua Ianis Dinu Nr. 530, Craiova, 578134",0726 744 854,22:37:bf:97:62:92,85.151.26.239,RO92INZG6587503239859728,2025-04-08 17:27:35,16398,638,498,201990,ccf4b7a9-8d73-42ea-ace0-f1ae4feae04b
Anastasia Dobre,anastasiadobre,anastasiadobre@email.ro,1670329312578,2014-04-12,"Drumul Tudora Ioniță Nr. 516 Bl. 93  Sc. 28 Ap. 298, Turda, 931783",0249 832 582,da:e4:f1:b7:82:1f,50.76.52.234,RO34FESW7841750039221682,2025-04-08 17:27:35,10310,757,545,987746,7ad7d7a5-d697-48a4-b6e5-a6743b29d6d9
Mirona Ababei,mironaababei,mironaababei@kappa.ro,8830911036805,1977-04-05,"Bulevardul Ionescu Nr. 515, Calafat, 418037",0744 342 111,40:ab:4a:e4:a0:19,177.129.227.44,RO70GTXO0807489095650613,2025-04-08 17:27:35,23367,60,16,6017,6a016d46-ee37-45f7-8e7b-fec0c44b6334
Iustina Manole,iustinamanole,iustinamanole@zzup.ro,6191125367967,2013-11-16,"Soseaua Dumitrescu, Cluj-Napoca, 208951",0748 217 434,7c:c6:36:7d:97:2b,130.227.183.159,RO32DNDN9356761255748365,2025-04-08 17:27:35,14284,908,46,1385699,0e4e0782-2945-4792-bf7b-7bf6ca582d66
Ladislau Nemeș,ladislaunemeș,ladislaunemeș@gmail.com,1001224138185,1933-09-04,"Soseaua Vasile Tabacu Nr. 804, Rucar, 174292",0257 523 120,ae:21:e7:4a:74:df,56.45.166.8,RO67HIAP1614887542203456,2025-04-08 17:27:35,21492,579,636,212919,4a0bc581-cc16-4dde-88c4-c5892cb50fb8
Roxelana Ionescu,roxelanaionescu,roxelanaionescu@post.ro,2980616164251,1918-10-25,"Soseaua Octavia Georgescu Nr. 86 Bl. 38  Sc. 36 Ap. 471, Targu Mures, 366267",0250 353 709,f0:64:9f:41:96:55,69.132.156.4,RO27EQMC3101074657178715,2025-04-08 17:27:35,13702,690,382,1645354,8b0f34aa-3f87-45cc-83e5-e1dd2a929ece
Florian Popa,florianpopa,florianpopa@gmail.com,4730315326030,1963-04-02,"Intrarea Cristea, Valea Caselor (Dragasani), 174731",0721 030 875,d6:db:36:cd:6d:fb,195.122.78.149,RO62RFWS1435036721339376,2025-04-08 17:27:35,23784,310,444,645569,e0a6172d-bf89-4f01-8c5e-dac6fdd4f039
Cerasela Suciu,ceraselasuciu,ceraselasuciu@141.ro,2220807409171,1987-09-01,"Aleea Albu Nr. 822 Bl. 84  Sc. 22 Ap. 577, Ovidiu, 876758",0726 878 969,70:dc:0c:fa:f6:dd,79.247.231.130,RO72NZPH2426701940858685,2025-04-08 17:27:35,12461,915,233,1092145,9640af9c-c335-4fa9-83c0-a5dd38eef104
Daniela Stan,danielastan,danielastan@acasa.ro,6430318031291,1989-09-15,"Bulevardul Manole Nr. 59 Bl. 56  Sc. 19 Ap. 207, Gilau, 555986",0731 699 459,0a:a8:ae:cb:b4:50,175.103.46.238,RO33XSSR4333813675443942,2025-04-08 17:27:35,10416,851,492,133519,8c888612-577b-4ee5-bfba-3c0d2f3d30e4
Zaraza Diaconescu,zarazadiaconescu,zarazadiaconescu@kappa.ro,3540915044383,2020-01-03,"Intrarea Dida Diaconescu, Roseti, 192177",0722 537 485,e0:80:2d:4b:9a:54,5.9.83.108,RO70ICUF4184898721789561,2025-04-08 17:27:35,13572,431,409,1406534,908d52a7-11de-41f6-98a4-2e51e439bc56
Lucențiu Dochioiu,lucențiudochioiu,lucențiudochioiu@kappa.ro,4531214450476,1926-02-13,"Soseaua Pușcașu Nr. 34, Ovidiu, 457100",0723 439 244,52:43:7a:e5:86:8e,48.96.7.186,RO65WORA6957716495312375,2025-04-08 17:27:35,26079,767,371,583008,0a2da1f2-2026-4e4d-ab39-c55b1bf7843a
Crina Diaconescu,crinadiaconescu,crinadiaconescu@141.ro,6990128307347,1980-04-14,"Intrarea Pompiliu Aanei, Covasna, 138115",0267 209 215,aa:42:67:8b:f4:96,182.148.118.74,RO41LQHG5874325624531645,2025-04-08 17:27:35,1735,368,69,1636797,faaf87ba-a749-4c47-ae39-a8addc6c2e07
Evanghelina Dima,evanghelinadima,evanghelinadima@zzup.ro,5041202440230,1951-05-22,"Intrarea Albu, Ianca, 308674",0759 695 191,1c:1e:c1:95:c3:fd,8.190.254.64,RO19KIIL9667360846730110,2025-04-08 17:27:35,1425,556,537,1514413,60014b34-3f8d-4e1c-b5b6-cdb5833e9453
Victoria Aanei,victoriaaanei,victoriaaanei@acasa.ro,2870214231420,1959-10-19,"Intrarea Suciu Nr. 441, Greci, 564034",0745 196 806,d8:fa:68:b6:a4:93,23.66.221.6,RO63KQIV3726759975424951,2025-04-08 17:27:35,30601,600,757,218661,e4e6f754-15de-4fe3-afed-ec01aa2caaf7
Sabina Dinu,sabinadinu,sabinadinu@acasa.ro,7720724107447,1923-02-03,"Drumul Roxana Popa, Sancraiu de Mures, 799509",0744 941 540,30:d5:11:40:0a:26,141.61.182.211,RO67WWNB4529172252880844,2025-04-08 17:27:35,23287,43,646,1232336,91f13ebc-3d20-4957-b77b-70bd2ae0fd50
Amedeu Pușcașu,amedeupușcașu,amedeupușcașu@zzup.ro,2531013169149,1951-04-15,"Soseaua Dobre Nr. 238 Bl. 39  Sc. 56 Ap. 743, Copsa Mica, 853796",0766 959 499,f0:b0:e7:a0:b8:0a,72.146.196.215,RO40JZVG9990338252742176,2025-04-08 17:27:35,4516,68,446,184996,fe773d79-245f-41ea-9849-6aa92507298b
Iolanda Aanei,iolandaaanei,iolandaaanei@gmail.com,3800801040833,1977-03-11,"Drumul Albu Nr. 566 Bl. 96  Sc. 90 Ap. 506, Cudalbi, 408201",0745 820 460,36:af:d7:02:6a:b7,212.18.126.10,RO93SSOH4256773030963325,2025-04-08 17:27:35,11569,773,335,1918844,165613a7-657d-4802-9fe6-b88a53aed7a7
Ileana Georgescu,ileanageorgescu,ileanageorgescu@zzup.ro,7110518028862,1919-03-25,"Bulevardul Popa, Vaslui, 316746",0266 838 578,14:0b:77:e6:dd:85,4.173.10.247,RO30AFEZ4383955347602901,2025-04-08 17:27:35,18407,928,29,1151537,0416a05d-3ab1-4efb-a25f-a9ea71aabcfd
Renata Diaconescu,renatadiaconescu,renatadiaconescu@zzup.ro,6110222146864,1953-01-27,"Strada Tabacu Nr. 60 Bl. 84  Sc. 68 Ap. 668, Bistrita, 743369",0758 713 513,26:f8:1a:ae:46:a9,114.251.148.155,RO19SRAE7149162948113086,2025-04-08 17:27:35,27050,473,321,1527886,8f6b3524-3ba0-4bb2-91c9-e25ce31980ed
Visarion Marin,visarionmarin,visarionmarin@acasa.ro,6340830215290,1967-03-11,"Drumul Popescu, Talmaciu, 142431",0767 156 732,bc:c5:89:ee:ed:3c,159.34.29.142,RO98RXIX8730970055163914,2025-04-08 17:27:35,20951,430,789,1408929,f0b8df39-e07f-4ad3-b0fc-aa9a8521a5b6
Casandra Dinu,casandradinu,casandradinu@kappa.ro,8570821177048,1927-06-22,"Intrarea Manole, Sinaia, 794050",0726 799 733,b8:b3:61:42:b4:bf,22.118.207.0,RO91AIRG1817190727448738,2025-04-08 17:27:35,16524,843,51,1531066,4619e675-480e-413a-a63f-455ff9e04e16
Eugenia Toma,eugeniatoma,eugeniatoma@post.ro,8220904528317,1963-05-20,"Soseaua Gheorghiu Nr. 65, Darabani, 946562",0256 457 158,a2:ad:84:39:9f:23,8.48.224.182,RO79IXFL2080275220494663,2025-04-08 17:27:35,23020,949,365,1537321,875c88da-3304-4712-b09c-2e08154207d5
Lorena Stănescu,lorenastănescu,lorenastănescu@zzup.ro,1430227515076,2008-08-26,"Soseaua Ardelean, Bumbesti-Jiu, 870780",0244 508 800,4a:91:88:a8:d4:24,81.110.70.163,RO59OPVX0038011875996117,2025-04-08 17:27:35,24376,84,296,978126,951c8f88-cffc-48c2-82c1-24abcbd59369
Gabriela Preda,gabrielapreda,gabrielapreda@kappa.ro,1810926308405,1969-11-27,"Drumul Ionescu Nr. 36, Beclean, 739315",0737 114 652,fc:63:c4:dc:18:47,219.38.31.236,RO05JXRH5086867543667238,2025-04-08 17:27:35,1683,814,800,483078,94683691-fc9c-4422-91be-d17d4dccebc0
Catrinel Florea,catrinelflorea,catrinelflorea@141.ro,2991025120886,1937-08-09,"Aleea Mazilescu Nr. 862 Bl. 34  Sc. 53 Ap. 841, Rosiori de Vede, 840258",0772 948 331,8c:80:10:80:f4:59,209.209.133.238,RO78TAIO9609272574710835,2025-04-08 17:27:35,32579,367,263,183134,e85dd34c-8e7c-4fd2-a117-c778dc4240c2
Melina Popa,melinapopa,melinapopa@141.ro,1080610299276,1929-04-11,"Bulevardul Stoica, Falticeni, 689428",0751 982 255,68:3f:a8:87:ff:7e,33.114.167.218,RO32GLGX3414964308146729,2025-04-08 17:27:35,10139,246,144,1175389,0cf1b170-fe59-4306-9e97-27bca07658de
Pompiliu Diaconescu,pompiliudiaconescu,pompiliudiaconescu@zzup.ro,3510507276573,2020-05-14,"Drumul Tudor Nr. 25, Pecica, 398318",0765 041 297,b6:08:7d:be:08:dd,186.24.210.160,RO71ORVA5533953175675838,2025-04-08 17:27:35,30196,231,370,1702837,b28ae9d2-5b24-474c-8bcf-a06c89247eb7
Caius Nistor,caiusnistor,caiusnistor@acasa.ro,6420118465793,1980-10-17,"Strada Mirona Cristea Nr. 20, Cumpana, 785962",0256 806 751,08:6b:47:9c:1b:c3,72.28.185.111,RO66WRMH0931124043949197,2025-04-08 17:27:35,23356,514,457,1183097,40ff81e7-2c13-43ad-bbdc-3c9b95b26cc5
Dacian Oprea,dacianoprea,dacianoprea@kappa.ro,3510629296009,1970-01-02,"Aleea Pușcașu Nr. 616, Bistrita, 787287",0249 349 359,dc:c1:78:28:e1:eb,199.51.216.243,RO87YRSB8430687946175405,2025-04-08 17:27:35,8144,634,528,1858075,28272134-acd8-47bc-96f3-6d1891c836b6
Costel Diaconescu,costeldiaconescu,costeldiaconescu@141.ro,7820924215481,1917-05-17,"Bulevardul Dima, Bacau, 203234",0736 485 478,40:fd:07:6e:a5:bf,195.245.130.73,RO39BEYT3255527952747758,2025-04-08 17:27:35,19034,549,407,1376966,7764eee4-180f-4b98-ae91-3d2cf17faf3c
Amelia Stoica,ameliastoica,ameliastoica@gmail.com,5600908219873,2006-05-04,"Soseaua Mazilescu Nr. 43 Bl. 36  Sc. 66 Ap. 489, Orsova, 433919",0729 468 080,30:fc:69:11:77:a3,23.87.52.17,RO70HUEJ3799567671403620,2025-04-08 17:27:35,21595,373,127,701427,8a27e514-4689-4dee-8239-28078d969efb
Octavian Nemeș,octaviannemeș,octaviannemeș@zzup.ro,6450212418292,1991-02-20,"Intrarea Gheorghiu, Cluj-Napoca, 131590",0269 783 556,c8:fc:26:03:a0:98,146.45.31.114,RO56FZSA6838838364863616,2025-04-08 17:27:35,7035,663,176,736142,ce643105-92eb-47f9-bc03-1e9969cc1886
Petru Manole,petrumanole,petrumanole@gmail.com,2160526139120,1925-02-07,"Aleea Mocanu, Titu, 866341",0727 633 754,74:88:c7:8f:e9:68,113.96.16.113,RO47HCXC8452817492950370,2025-04-08 17:27:35,31950,260,196,882277,8a70e0f8-beba-4779-951e-453a658be208
Ioanina Ioniță,ioaninaioniță,ioaninaioniță@gmail.com,4591124414248,2007-02-17,"Bulevardul Cristea Nr. 97 Bl. 58  Sc. 79 Ap. 445, Boldesti-Scaeni, 117223",0771 036 322,86:5f:94:7b:27:fb,56.37.18.171,RO44YILU1077957736272604,2025-04-08 17:27:35,3961,622,666,628029,612e73b4-6284-4581-b441-86349490e8ff
Gheorghe Diaconescu,gheorghediaconescu,gheorghediaconescu@acasa.ro,7241015227398,1914-11-11,"Bulevardul Stancu Nr. 313 Bl. 46  Sc. 20 Ap. 953, Fagaras, 972682",0766 161 900,68:73:97:31:55:50,212.235.231.102,RO91WMJZ8606669885652841,2025-04-08 17:27:35,4755,193,75,433500,5c520742-cf78-429e-b95e-057f27ce56cb
Vlădelina Stănescu,vlădelinastănescu,vlădelinastănescu@141.ro,6671006211336,2023-11-22,"Intrarea Dumitrescu Nr. 173, Talmaciu, 335285",0770 354 154,78:8a:4e:d4:f0:3f,93.195.176.244,RO68QKFL8357411335719850,2025-04-08 17:27:35,16687,189,523,923702,2e5fc444-5ab0-43ce-9d21-708d96dd0d05
Eusebia Dobre,eusebiadobre,eusebiadobre@gmail.com,2950623412053,1989-10-22,"Strada Pușcașu Nr. 15, Timisoara, 206410",0784 342 212,aa:e0:53:ff:9e:15,67.142.153.68,RO05TSLK6545361108915767,2025-04-08 17:27:35,27583,647,596,1912388,53b5dc78-57b0-4b42-970a-37912f5795e2
Gicu Marin,gicumarin,gicumarin@post.ro,6350826461490,1934-10-21,"Strada Albu Nr. 42, Eforie Nord, 551438",0722 827 455,d6:fd:5d:63:c6:d5,142.30.146.222,RO66CSSY5208024044431912,2025-04-08 17:27:35,11562,702,439,3707,eaf01109-4540-4568-ac53-632ed97d450a
Nelu Stoica,nelustoica,nelustoica@kappa.ro,1041027157421,1931-02-02,"Aleea Nistor, Segarcea, 467189",0241 727 907,34:6a:0f:42:4a:1d,167.145.148.43,RO92FWFP1026446575184467,2025-04-08 17:27:35,3043,14,209,1279698,af279052-ed3a-4574-8f2e-39861c61b680
Manole Pop,manolepop,manolepop@141.ro,3270611229612,1958-09-11,"Soseaua Ștefana Preda Nr. 22, Baile Borsa, 291826",0743 478 830,be:5f:d5:49:43:93,112.132.146.63,RO57HPVI4849560827386937,2025-04-08 17:27:35,80,269,519,549146,2379ea72-cad3-4d40-a967-02e39fe35470
Aurică Toma,auricătoma,auricătoma@acasa.ro,2730314312267,1914-07-02,"Drumul Tabacu Nr. 11, Medias, 342213",0249 153 214,18:75:04:cb:72:b9,214.176.202.152,RO15XBMX1589394129684510,2025-04-08 17:27:35,6486,390,393,1631064,71faa7c5-4022-49ae-9eb1-f765c2b1c3de
Mariana Preda,marianapreda,marianapreda@gmail.com,5500306294801,1959-12-23,"Aleea Dinu Nr. 820 Bl. 14  Sc. 22 Ap. 564, Campina, 175441",0722 892 387,60:4e:1c:ec:c9:7b,15.26.145.74,RO81OWIX5212634174958124,2025-04-08 17:27:35,13147,733,771,851231,80261388-8e32-48af-85d0-c3a2afc00601
Nicodim Ene,nicodimene,nicodimene@post.ro,4601201243141,1922-01-08,"Strada Suciu Nr. 462, Fetesti-Gara, 497383",0248 496 079,36:b0:dc:11:9d:d8,216.235.178.225,RO52EHUQ7352156524921336,2025-04-08 17:27:35,30020,625,704,1538753,f7db7a1b-0bb9-4cb6-86ff-4efc2b4f1ca8
Janina Stoica,janinastoica,janinastoica@141.ro,7480228033976,1956-11-10,"Aleea Marin Nr. 780 Bl. 59  Sc. 44 Ap. 324, Moldova Veche, 590975",0736 303 964,c2:db:bc:3d:a1:71,163.184.45.153,RO96RVPI5873330936418037,2025-04-08 17:27:35,17235,774,7,1985664,57559e88-13d5-41fb-b3b6-5fe736decc2b
Ionuț Ionescu,ionuționescu,ionuționescu@kappa.ro,4610704122310,1975-11-13,"Aleea Codruța Toma, Iasi, 900418",0252 309 045,36:c2:dd:b4:93:e4,72.73.182.17,RO60RXTZ5447665417068087,2025-04-08 17:27:35,10878,886,473,1925564,31291d4b-e5f8-482c-b166-62286f0784ec
Mircea Ardelean,mirceaardelean,mirceaardelean@141.ro,5991124183005,1978-12-15,"Bulevardul Oprea, Tulcea, 179862",0233 530 461,32:71:db:f3:c9:0e,122.9.86.190,RO13CESZ5670194356653184,2025-04-08 17:27:35,3639,921,217,1170970,8e401380-bec2-49c1-9118-d47a5504333d
Ivan Dinu,ivandinu,ivandinu@post.ro,2240629190592,1969-12-10,"Drumul Suciu, Mioveni, 340556",0254 610 582,f0:54:0a:3e:fb:93,6.159.238.155,RO15ZQHI6231835581104372,2025-04-08 17:27:35,6144,148,621,1078939,94c3746b-d440-4374-a7a2-c0e6448abe67
Rafila Popescu,rafilapopescu,rafilapopescu@post.ro,6440220372591,1996-10-18,"Aleea Preda Nr. 25 Bl. 32  Sc. 98 Ap. 435, Hateg, 303736",0257 698 139,cc:41:9c:6a:4f:d3,102.153.152.42,RO07KNUZ6273097096797519,2025-04-08 17:27:35,18413,568,335,1417402,f11eba77-50f0-4b2e-bfbc-7d2e0445aa0d
Andrei Ioniță,andreiioniță,andreiioniță@post.ro,6640229271445,1959-07-06,"Soseaua Pompiliu Nistor Nr. 977, Sfantu Gheorghe, 288915",0745 579 025,ce:6b:14:d1:84:04,174.245.206.171,RO29KLYG4561752778723794,2025-04-08 17:27:35,8674,849,535,1647909,60daf96a-f4e5-46a1-a736-eaec6fb90a2a
Adelina Mazilescu,adelinamazilescu,adelinamazilescu@141.ro,2521110464503,1937-06-10,"Strada Stancu Nr. 799 Bl. 88  Sc. 72 Ap. 907, Toflea, 792077",0248 291 534,56:31:f3:25:28:d8,134.148.222.81,RO11JAOX3083681120417961,2025-04-08 17:27:35,3496,484,555,558001,8d117f71-c413-4b0f-9577-08ce98fea495
Alin Aanei,alinaanei,alinaanei@gmail.com,1620418060395,1973-06-17,"Drumul Octaviana Dochioiu Nr. 55 Bl. 49  Sc. 26 Ap. 910, Strejnicu, 563755",0246 936 057,d6:58:9a:c1:03:77,98.104.93.116,RO91XHWV9620978082075658,2025-04-08 17:27:35,523,326,159,1584574,6fec5d9b-a4de-4f92-95a5-42369d8098d0
Pamfil Dumitrescu,pamfildumitrescu,pamfildumitrescu@gmail.com,4361130355858,1941-12-30,"Intrarea Tudor Nr. 83, Vatra Dornei, 531967",0724 525 259,e4:9b:cb:35:00:fa,78.80.30.175,RO44SOKT0811136639868812,2025-04-08 17:27:35,9846,421,355,230263,42f261e8-6b37-4a92-bae0-9732cecfb498
Lelia Preda,leliapreda,leliapreda@141.ro,7240625515151,1958-07-22,"Bulevardul Ina Niță, Targu Lapus, 892963",0231 411 524,44:96:1d:b2:b6:b4,33.197.20.116,RO70TQRJ6096964399254291,2025-04-08 17:27:35,2651,702,404,808567,979d3aa9-d946-48d6-b3c1-778d5007a326
Romeo Manole,romeomanole,romeomanole@kappa.ro,6430603153155,1997-04-15,"Aleea Eftimie, Chitila, 553366",0240 271 484,a0:29:b7:d9:20:b1,55.223.7.230,RO37INQO3911317836337456,2025-04-08 17:27:35,33691,373,745,882600,37a7cea5-1ce9-416c-869a-988036546e4e
Atena Preda,atenapreda,atenapreda@141.ro,1460129399079,1967-01-22,"Soseaua Albu, Pechea, 219578",0767 528 783,5a:82:e7:b8:30:f8,77.67.240.134,RO65UJJX2869567657687597,2025-04-08 17:27:35,9399,855,724,884484,2c89cebb-e429-49f3-8cd7-5ba2d84dd588
Livia Dumitrescu,liviadumitrescu,liviadumitrescu@gmail.com,1881119341163,2008-11-13,"Strada Raul Ardelean Nr. 59 Bl. 97  Sc. 30 Ap. 390, Sighetu Marmatiei, 171724",0788 189 412,22:18:4d:30:d6:a5,132.98.106.123,RO64FOYW4339918813645594,2025-04-08 17:27:35,10026,141,653,568495,34c05733-bdbf-400d-acff-d8a3203413b5
Stela Nistor,stelanistor,stelanistor@zzup.ro,8020213050033,1983-09-28,"Strada Dima Nr. 76 Bl. 44  Sc. 44 Ap. 948, Baia, 621202",0742 552 677,3c:ce:1c:a8:2b:42,101.119.223.239,RO04RSOG2605101682763942,2025-04-08 17:27:35,18530,411,748,1953001,e7776005-e041-4ce9-944b-7730ec1458b8
Mihail Diaconu,mihaildiaconu,mihaildiaconu@kappa.ro,8140923449229,1914-12-25,"Bulevardul Tomescu, Podu Iloaiei, 479851",0266 241 257,18:57:55:59:43:51,130.181.194.135,RO96FXXO4028358112981994,2025-04-08 17:27:35,29118,196,279,1779055,da869231-aa19-417f-ac0e-405ecb75d7c0
Elena Popescu,elenapopescu,elenapopescu@kappa.ro,8951102457940,1986-03-17,"Aleea Gheorghiu Nr. 821, Jimbolia, 124371",0262 379 897,50:96:e3:f3:e0:cf,116.173.115.7,RO57WQZW3846466761611404,2025-04-08 17:27:35,14607,132,278,180858,c854af03-5acd-4041-afae-19feb8bad7d4
Eremia Georgescu,eremiageorgescu,eremiageorgescu@post.ro,1150413050127,1996-05-29,"Strada Florența Stoica Nr. 83, Brad, 990907",0752 212 067,ba:9b:1d:58:40:9a,32.18.111.141,RO39PJWI3077791089908674,2025-04-08 17:27:35,23565,766,349,291614,c5372c00-ce03-4360-a8e6-4b75402f0e3c
Lascăr Ionescu,lascărionescu,lascărionescu@kappa.ro,8660506522913,1965-12-31,"Aleea Voinea, Fagetel (Remetea), 275241",0752 344 663,78:6e:77:b0:91:ad,65.62.140.203,RO95WUZV9562931527816979,2025-04-08 17:27:35,32941,69,460,1164375,ff62644c-f78b-4eb8-982a-73290c5a1eda
Filip Stănescu,filipstănescu,filipstănescu@gmail.com,3790924340212,1968-09-23,"Intrarea Diaconu Nr. 59 Bl. 57  Sc. 73 Ap. 548, Valea Caselor (Dragasani), 953004",0746 497 469,28:36:ec:9b:65:46,114.203.30.199,RO18TIOM8383597236713358,2025-04-08 17:27:35,26114,187,439,722205,41428963-45b0-4c9f-813f-b3ab93ac9502
Elena Stan,elenastan,elenastan@141.ro,4370920228681,1968-06-05,"Aleea Mitică Preda, Stei, 269503",0747 420 188,68:80:20:3a:e1:6e,124.1.29.109,RO44ZTWA1130194126997686,2025-04-08 17:27:35,23685,362,292,3779,725fc6dc-6653-4636-a400-e87883cbf8d2
Daniela Manole,danielamanole,danielamanole@kappa.ro,6191113291233,2022-04-02,"Strada Agnos Tudor, Nasaud, 121464",0711 746 184,e8:ad:2f:df:88:3f,128.19.140.37,RO39ZJYA3143771185664328,2025-04-08 17:27:35,15344,402,521,559857,9818822c-4261-44d8-b49d-3bd2f0dde7f7
Svetlana Eftimie,svetlanaeftimie,svetlanaeftimie@email.ro,1560401050293,1953-02-11,"Aleea Dima Nr. 497 Bl. 40  Sc. 10 Ap. 530, Tecuci, 176490",0749 927 362,22:53:14:c7:15:0b,211.2.181.146,RO36WPKL7681741111310915,2025-04-08 17:27:35,5953,827,59,551978,50702567-6da3-4bb8-8daa-6d711b8a0c3f
Liliana Mazilescu,lilianamazilescu,lilianamazilescu@post.ro,8361019022109,1960-05-18,"Strada Ionescu Nr. 273, Lupeni, 267140",0722 777 774,c8:74:40:33:7f:9f,62.28.62.246,RO37IUAO7945492014110621,2025-04-08 17:27:35,32718,618,669,683643,668e15cf-4bcb-4077-8c50-8fdad20154d0
Oliviu Cristea,oliviucristea,oliviucristea@141.ro,3831029169213,2025-03-08,"Intrarea Marin Nr. 23, Rosu, 674426",0231 422 672,1c:31:78:c4:5f:6b,137.151.201.132,RO21FYOA0157140168189849,2025-04-08 17:27:35,7750,387,331,1220810,7c68e66c-9ac4-4e91-9b0b-de1e593b9b8f
